pid,word,complexity
eicwgihgtp0, 'स्त्री',5
eicwgihgtp0, 'हटाव',1
eicwgihgtp0,'अनुसूची',1
eicwgihgtp0,'आसुग',1
eicwgihgtp0,'आसुग',1
eicwgihgtp0,'इस_वास्ते',5
eicwgihgtp0,'ईकाई',1
eicwgihgtp0,'कङ्काल',1
eicwgihgtp0,'गर्भित',4
eicwgihgtp0,'टेक्नोलोजी',5
eicwgihgtp0,'ठिठरना',1
eicwgihgtp0,'तबक',1
eicwgihgtp0,'निर्वासन',4
eicwgihgtp0,'निशुल्क',2
eicwgihgtp0,'पड़ाव',5
eicwgihgtp0,'पुटी',1
eicwgihgtp0,'फिदा_होना',5
eicwgihgtp0,'मानवतावादी',2
eicwgihgtp0,'रमणी',1
eicwgihgtp0,'सात्यवत',1
eicwgihgtp1, 'अकड़',3
eicwgihgtp1, 'अकड़',3
eicwgihgtp1, 'अकड़ना',2
eicwgihgtp1, 'अँकड़ना',2
eicwgihgtp1, 'अग',5
eicwgihgtp1, 'अंगज',3
eicwgihgtp1, 'अगम',4
eicwgihgtp1, 'अगम्य',5
eicwgihgtp1, 'अग्रज',5
eicwgihgtp1, 'अग्रजन्मा',4
eicwgihgtp1, 'अघम',3
eicwgihgtp1, 'अघ्रिप',2
eicwgihgtp1, 'अचुरा',3
eicwgihgtp1, 'अंजल',3
eicwgihgtp1, 'अंजलि_पात्र',3
eicwgihgtp1, 'अंजलि',3
eicwgihgtp1, 'अंजलिपुट',2
eicwgihgtp1, 'अँजली',3
eicwgihgtp1, 'अंजली',4
eicwgihgtp1, 'अँजुरी',3
eicwgihgtp1, 'अंजुरी',4
eicwgihgtp1, 'अंजुल',3
eicwgihgtp1, 'अंजुली',3
eicwgihgtp1, 'अज्ञेय',2
eicwgihgtp1, 'अञ्जलि',3
eicwgihgtp1, 'अटल',3
eicwgihgtp1, 'अटलनीय',2
eicwgihgtp1, 'अटित',2
eicwgihgtp1, 'अतः',4
eicwgihgtp1, 'अतएव',3
eicwgihgtp1, 'अंतःकरण',3
eicwgihgtp1, 'अंतर',5
eicwgihgtp1, 'अंतस्',2
eicwgihgtp1, 'अतिकाय',4
eicwgihgtp1, 'अतिकाल',3
eicwgihgtp1, 'अतिरिक्त',2
eicwgihgtp1, 'अतिवेला',2
eicwgihgtp1, 'अदा',3
eicwgihgtp1, 'अंदाज',3
eicwgihgtp1, 'अंदाज़',3
eicwgihgtp1, 'अदृढ़',2
eicwgihgtp1, 'अधपका',3
eicwgihgtp1, 'अधबुध',2
eicwgihgtp1, 'अधिगम',3
eicwgihgtp1, 'अनतपा',3
eicwgihgtp1, 'अनंतर',4
eicwgihgtp1, 'अनंतरित',3
eicwgihgtp1, 'अनति',3
eicwgihgtp1, 'अनन्तर',3
eicwgihgtp1, 'अनन्तरित',2
eicwgihgtp1, 'अनपका',3
eicwgihgtp1, 'अनभिज्ञ',2
eicwgihgtp1, 'अनभ्यस्त',2
eicwgihgtp1, 'अनवरत',3
eicwgihgtp1, 'अनसीझा',3
eicwgihgtp1, 'अनिवार्य',5
eicwgihgtp1, 'अनुनीति',3
eicwgihgtp1, 'अनुभवरहित',4
eicwgihgtp1, 'अनुभवहीन',3
eicwgihgtp1, 'अनुरागना',3
eicwgihgtp1, 'अनोकह',2
eicwgihgtp1, 'अन्तःकरण',3
eicwgihgtp1, 'अन्तर',5
eicwgihgtp1, 'अन्तस्',2
eicwgihgtp1, 'अपकर्ष',2
eicwgihgtp1, 'अपकर्षण',2
eicwgihgtp1, 'अपक्व',2
eicwgihgtp1, 'अपदस्थ',2
eicwgihgtp1, 'अपभ्रंश',2
eicwgihgtp1, 'अपयश',2
eicwgihgtp1, 'अपरिणत',3
eicwgihgtp1, 'अपरिपक्व',2
eicwgihgtp1, 'अपवाद',4
eicwgihgtp1, 'अपह्रास',2
eicwgihgtp1, 'अपह्रास',1
eicwgihgtp1, 'अबाध्य',3
eicwgihgtp1, 'अबार',3
eicwgihgtp1, 'अबेर',3
eicwgihgtp1, 'अभरम',3
eicwgihgtp1, 'अभागा',3
eicwgihgtp1, 'अभागे',3
eicwgihgtp1, 'अभिज्ञता',2
eicwgihgtp1, 'अभिमति',3
eicwgihgtp1, 'अभिमान',4
eicwgihgtp1, 'अमंद',3
eicwgihgtp1, 'अमन्द',2
eicwgihgtp1, 'अमरूत',2
eicwgihgtp1, 'अमरूद_वृक्ष',1
eicwgihgtp1, 'अमरूद',2
eicwgihgtp1, 'अमिट',3
eicwgihgtp1, 'अमुक्ति',4
eicwgihgtp1, 'अमेय',4
eicwgihgtp1, 'अमेव',3
eicwgihgtp1, 'अयानत',3
eicwgihgtp1, 'अरोगिता',2
eicwgihgtp1, 'अरोग्यता',4
eicwgihgtp1, 'अर्क',3
eicwgihgtp1, 'अर्घपतन',2
eicwgihgtp1, 'अर्धशिक्षित',1
eicwgihgtp1, 'अलबत्ता',3
eicwgihgtp1, 'अलसेट',2
eicwgihgtp1, 'अलाभ',3
eicwgihgtp1, 'अलावा',3
eicwgihgtp1, 'अलि',3
eicwgihgtp1, 'अलेख',3
eicwgihgtp1, 'अलेखा',3
eicwgihgtp1, 'अलोक',4
eicwgihgtp1, 'अल्हड़',2
eicwgihgtp1, 'अवच्छेदन',2
eicwgihgtp1, 'अवधारित',3
eicwgihgtp1, 'अवधृत',3
eicwgihgtp1, 'अवनति',4
eicwgihgtp1, 'अवपतन',3
eicwgihgtp1, 'अवपात',3
eicwgihgtp1, 'अवभासिनी',2
eicwgihgtp1, 'अवरोह',3
eicwgihgtp1, 'अवलेप',3
eicwgihgtp1, 'अवलेपन',3
eicwgihgtp1, 'अवश्य',5
eicwgihgtp1, 'अवश्यंभावी',2
eicwgihgtp1, 'अवश्यमेव',3
eicwgihgtp1, 'अवश्यम्भावी',1
eicwgihgtp1, 'अवश्याय',2
eicwgihgtp1, 'अवष्टंभ',2
eicwgihgtp1, 'अवष्टम्भ',1
eicwgihgtp1, 'अवसि',3
eicwgihgtp1, 'अवसित',3
eicwgihgtp1, 'अवसेर',3
eicwgihgtp1, 'अवस्तु',3
eicwgihgtp1, 'अवाय',3
eicwgihgtp1, 'अवार',3
eicwgihgtp1, 'अवारण',4
eicwgihgtp1, 'अवारणीय',3
eicwgihgtp1, 'अवारी',3
eicwgihgtp1, 'अवार्य',3
eicwgihgtp1, 'अविकल्प',4
eicwgihgtp1, 'अविच्छिन्न',1
eicwgihgtp1, 'अवितर्किक',2
eicwgihgtp1, 'अविदग्ध',3
eicwgihgtp1, 'अविरत',3
eicwgihgtp1, 'अविश्रांत',2
eicwgihgtp1, 'अविश्रान्त',1
eicwgihgtp1, 'अवेद्य',3
eicwgihgtp1, 'अवेर',3
eicwgihgtp1, 'अव्यस्त',2
eicwgihgtp1, 'अव्याघात',2
eicwgihgtp1, 'अव्यापार',3
eicwgihgtp1, 'अव्युत्पन्न',1
eicwgihgtp1, 'अशृत',2
eicwgihgtp1, 'अश्रांत',2
eicwgihgtp1, 'असंदेह',4
eicwgihgtp1, 'असन्देह',4
eicwgihgtp1, 'असल_में',3
eicwgihgtp1, 'असंशय',3
eicwgihgtp1, 'असु',3
eicwgihgtp1, 'अस्पताल',2
eicwgihgtp1, 'अस्वातंत्र्य',1
eicwgihgtp1, 'अस्वातन्त्र्य',1
eicwgihgtp1, 'अहं',4
eicwgihgtp1, 'अहंकार',5
eicwgihgtp1, 'अहंकृति',2
eicwgihgtp1, 'अहङ्कार',2
eicwgihgtp1, 'अहङ्कृति',1
eicwgihgtp1, 'अहंता',3
eicwgihgtp1, 'अहमिति',3
eicwgihgtp1, 'अहमेव',3
eicwgihgtp1, 'अहम्मति',2
eicwgihgtp1, 'आईन',3
eicwgihgtp1, 'आगाही',3
eicwgihgtp1, 'आजिजी',2
eicwgihgtp1, 'आजिज़ी',2
eicwgihgtp1, 'आटोप',3
eicwgihgtp1, 'आत्म-संभव',4
eicwgihgtp1, 'आत्म-सम्भव',3
eicwgihgtp1, 'आत्मज',3
eicwgihgtp1, 'आत्मजात',2
eicwgihgtp1, 'आत्मनीन',3
eicwgihgtp1, 'आत्मप्रभव',2
eicwgihgtp1, 'आत्मभू',3
eicwgihgtp1, 'आत्मसंभव',4
eicwgihgtp1, 'आत्मसमुद्भव',2
eicwgihgtp1, 'आत्मसम्भव',4
eicwgihgtp1, 'आत्मोद्भव',2
eicwgihgtp1, 'आंदोलन',3
eicwgihgtp1, 'आधान',3
eicwgihgtp1, 'आधार',5
eicwgihgtp1, 'आन',4
eicwgihgtp1, 'आन्दोलन',2
eicwgihgtp1, 'आफिस',5
eicwgihgtp1, 'आम',5
eicwgihgtp1, 'आमूलचूल',2
eicwgihgtp1, 'आरोगिता',3
eicwgihgtp1, 'आरोग्य_शाला',4
eicwgihgtp1, 'आरोग्यभवन',3
eicwgihgtp1, 'आरोग्यशाला',4
eicwgihgtp1, 'आलि',3
eicwgihgtp1, 'आली',4
eicwgihgtp1, 'आलोक_पत्र',4
eicwgihgtp1, 'आलोक-पत्र',2
eicwgihgtp1, 'आवटना',3
eicwgihgtp1, 'आवरण',5
eicwgihgtp1, 'आसक्त_होना',3
eicwgihgtp1, 'आसना',4
eicwgihgtp1, 'आस्पद',3
eicwgihgtp1, 'इकंक',3
eicwgihgtp1, 'इकसूत',3
eicwgihgtp1, 'इकाई_स्थान',3
eicwgihgtp1, 'इकाई',3
eicwgihgtp1, 'इंगन',3
eicwgihgtp1, 'इङ्गन',2
eicwgihgtp1, 'इत्तला',3
eicwgihgtp1, 'इत्तिला',3
eicwgihgtp1, 'इफतरा',3
eicwgihgtp1, 'इफ़तरा',3
eicwgihgtp1, 'इफ्तरा',3
eicwgihgtp1, 'इफ़्तरा',2
eicwgihgtp1, 'इफ्तिरा',2
eicwgihgtp1, 'इफ़्तिरा',2
eicwgihgtp1, 'इब्न',2
eicwgihgtp1, 'इमदाद',3
eicwgihgtp1, 'इम्दाद',3
eicwgihgtp1, 'इल्म',2
eicwgihgtp1, 'इस_वास्ते',3
eicwgihgtp1, 'इसीलिए',5
eicwgihgtp1, 'ईकाई',2
eicwgihgtp1, 'ईठि',2
eicwgihgtp1, 'उँकारी',3
eicwgihgtp1, 'उतार',3
eicwgihgtp1, 'उत्तरदायक',2
eicwgihgtp1, 'उत्तरदायी',3
eicwgihgtp1, 'उथल_पुथल',1
eicwgihgtp1, 'उथल-पुथल',1
eicwgihgtp1, 'एकदम',3
eicwgihgtp1, 'एकमेव',4
eicwgihgtp1, 'एडमिशन',2
eicwgihgtp1, 'ऐंठ',3
eicwgihgtp1, 'ऐंठ',3
eicwgihgtp1, 'ऐंठन',3
eicwgihgtp1, 'ऐन',3
eicwgihgtp1, 'ऑफिस',2
eicwgihgtp1, 'कगार',3
eicwgihgtp1, 'कच्चा',4
eicwgihgtp1, 'कच्चे',4
eicwgihgtp1, 'कज',3
eicwgihgtp1, 'कंटेनर',4
eicwgihgtp1, 'कतई',3
eicwgihgtp1, 'कत्तई',3
eicwgihgtp1, 'कदापि',3
eicwgihgtp1, 'कन्टेनर',3
eicwgihgtp1, 'कभी',5
eicwgihgtp1, 'कमजोर',3
eicwgihgtp1, 'कमज़ोर',3
eicwgihgtp1, 'कमी',3
eicwgihgtp1, 'करपात्र',5
eicwgihgtp1, 'करीना',3
eicwgihgtp1, 'क़रीना',2
eicwgihgtp1, 'कलंक',3
eicwgihgtp1, 'कलौंछ',3
eicwgihgtp1, 'कलौंस',2
eicwgihgtp1, 'कल्क',3
eicwgihgtp1, 'कसर',4
eicwgihgtp1, 'काचा',3
eicwgihgtp1, 'काँचा',3
eicwgihgtp1, 'कानून',3
eicwgihgtp1, 'क़ानून',2
eicwgihgtp1, 'कानूनों',2
eicwgihgtp1, 'काम_से',3
eicwgihgtp1, 'कायदा',3
eicwgihgtp1, 'कायदा',3
eicwgihgtp1, 'क़ायदा',3
eicwgihgtp1, 'कायम',3
eicwgihgtp1, 'कारण_से',5
eicwgihgtp1, 'कार्य_विधि',3
eicwgihgtp1, 'कार्य_शैली',3
eicwgihgtp1, 'कार्यशैली',3
eicwgihgtp1, 'कार्यालय',5
eicwgihgtp1, 'कालांतर',3
eicwgihgtp1, 'कालिमा',3
eicwgihgtp1, 'किशोर',4
eicwgihgtp1, 'कुँअर',2
eicwgihgtp1, 'कुंचित',2
eicwgihgtp1, 'कुढ़ना',3
eicwgihgtp1, 'कुमक',3
eicwgihgtp1, 'कुमार',5
eicwgihgtp1, 'कुँवर',2
eicwgihgtp1, 'कुंवर',3
eicwgihgtp1, 'कूल',4
eicwgihgtp1, 'कृपा_से',5
eicwgihgtp1, 'केतु',3
eicwgihgtp1, 'केवल',5
eicwgihgtp1, 'कोमलता',3
eicwgihgtp1, 'कोमलताई',3
eicwgihgtp1, 'कोश',3
eicwgihgtp1, 'कोश',4
eicwgihgtp1, 'कोष',4
eicwgihgtp1, 'कोष',5
eicwgihgtp1, 'कौतुक',2
eicwgihgtp1, 'क्रमागत',3
eicwgihgtp1, 'क्लिनिक',3
eicwgihgtp1, 'क्लीनिक',3
eicwgihgtp1, 'क्षति',3
eicwgihgtp1, 'खबर',5
eicwgihgtp1, 'ख़बर',3
eicwgihgtp1, 'खलबल',3
eicwgihgtp1, 'खलबली',3
eicwgihgtp1, 'खाक',4
eicwgihgtp1, 'ख़ाक',3
eicwgihgtp1, 'खाल',4
eicwgihgtp1, 'खाली',3
eicwgihgtp1, 'ख़ाली',3
eicwgihgtp1, 'खिजना',3
eicwgihgtp1, 'खिजलाना',3
eicwgihgtp1, 'खिझना',3
eicwgihgtp1, 'खिसियाना',2
eicwgihgtp1, 'खीजना',3
eicwgihgtp1, 'खीझना',2
eicwgihgtp1, 'खुदी',3
eicwgihgtp1, 'ख़ुदी',2
eicwgihgtp1, 'खोद',3
eicwgihgtp1, 'खोल',3
eicwgihgtp1, 'खोलकर',3
eicwgihgtp1, 'खोली',4
eicwgihgtp1, 'गडंग',3
eicwgihgtp1, 'गरिमापूर्ण',2
eicwgihgtp1, 'गरिमायुक्त',2
eicwgihgtp1, 'गरूर',3
eicwgihgtp1, 'ग़रूर',2
eicwgihgtp1, 'गर्द',3
eicwgihgtp1, 'गर्व',5
eicwgihgtp1, 'गारो',3
eicwgihgtp1, 'गिराव',2
eicwgihgtp1, 'गिरावट',3
eicwgihgtp1, 'गिलाफ',3
eicwgihgtp1, 'ग़िलाफ़',2
eicwgihgtp1, 'गुमान',3
eicwgihgtp1, 'गुरूर',2
eicwgihgtp1, 'ग़ुरूर',2
eicwgihgtp1, 'ग़ुलामी',3
eicwgihgtp1, 'गौरवपूर्ण',5
eicwgihgtp1, 'गौरवयुक्त',4
eicwgihgtp1, 'गौरवशाली',4
eicwgihgtp1, 'गौरवान्वित',2
eicwgihgtp1, 'घटती',3
eicwgihgtp1, 'घटाव',3
eicwgihgtp1, 'घटौती',2
eicwgihgtp1, 'घमंड',3
eicwgihgtp1, 'घमण्ड',3
eicwgihgtp1, 'घाटा',4
eicwgihgtp1, 'घुमावदार',2
eicwgihgtp1, 'चटकन',3
eicwgihgtp1, 'चटका',4
eicwgihgtp1, 'चटका',4
eicwgihgtp1, 'चंद_राजकुल',4
eicwgihgtp1, 'चंद_राजघराना',3
eicwgihgtp1, 'चंद_राजवंश',4
eicwgihgtp1, 'चंद_वंश',4
eicwgihgtp1, 'चन्द_राजकुल',4
eicwgihgtp1, 'चन्द_राजघराना',3
eicwgihgtp1, 'चन्द_राजवंश',4
eicwgihgtp1, 'चन्द_वंश',4
eicwgihgtp1, 'चन्द',4
eicwgihgtp1, 'चपत',3
eicwgihgtp1, 'चपेट',3
eicwgihgtp1, 'चपेटा',3
eicwgihgtp1, 'चमड़ा',3
eicwgihgtp1, 'चमड़ी',2
eicwgihgtp1, 'चरका',4
eicwgihgtp1, 'चर्म',4
eicwgihgtp1, 'चलते',5
eicwgihgtp1, 'चाँटा',2
eicwgihgtp1, 'चिकित्सालय',4
eicwgihgtp1, 'चित',3
eicwgihgtp1, 'चित्त',3
eicwgihgtp1, 'चिन्तनशील',2
eicwgihgtp1, 'चिर',4
eicwgihgtp1, 'चिरंजी',3
eicwgihgtp1, 'चिरंजीव',5
eicwgihgtp1, 'चुनाँचे',2
eicwgihgtp1, 'चुनांचे',3
eicwgihgtp1, 'छाती',4
eicwgihgtp1, 'छीज',4
eicwgihgtp1, 'छोर',5
eicwgihgtp1, 'जद',4
eicwgihgtp1, 'जरूर',5
eicwgihgtp1, 'जर्ण',4
eicwgihgtp1, 'जवाबदेह',2
eicwgihgtp1, 'जवाँमर्द',3
eicwgihgtp1, 'जवांमर्द',2
eicwgihgtp1, 'जहन',3
eicwgihgtp1, 'ज़हन',3
eicwgihgtp1, 'जाड़ा',3
eicwgihgtp1, 'जात',5
eicwgihgtp1, 'जानकारी',4
eicwgihgtp1, 'जाया',5
eicwgihgtp1, 'जिम्मादार',3
eicwgihgtp1, 'जिम्मेदार',2
eicwgihgtp1, 'ज़िम्मेदार',3
eicwgihgtp1, 'जिम्मेवार',2
eicwgihgtp1, 'ज़िम्मेवार',2
eicwgihgtp1, 'जिहन',3
eicwgihgtp1, 'ज़िहन',2
eicwgihgtp1, 'जी',5
eicwgihgtp1, 'जुकाम',3
eicwgihgtp1, 'ज़ुकाम',3
eicwgihgtp1, 'जेठा_भाई',2
eicwgihgtp1, 'जेहन',3
eicwgihgtp1, 'ज़ेहन',2
eicwgihgtp1, 'ज्ञान',5
eicwgihgtp1, 'ज्ञानातीत',3
eicwgihgtp1, 'ज्ञापन',3
eicwgihgtp1, 'ज्येष्ठ_भ्राता',1
eicwgihgtp1, 'झापड़',3
eicwgihgtp1, 'झाँपड़',2
eicwgihgtp1, 'झिलम',3
eicwgihgtp1, 'झुँझला',2
eicwgihgtp1, 'झुँझलाना',2
eicwgihgtp1, 'टान',3
eicwgihgtp1, 'टूट',3
eicwgihgtp1, 'टूटना',3
eicwgihgtp1, 'टूटने',3
eicwgihgtp1, 'टेक्निकल',2
eicwgihgtp1, 'टेक्निकल',2
eicwgihgtp1, 'टेढ़ा_मेढ़ा',1
eicwgihgtp1, 'टेढ़ा-मेढ़ा',2
eicwgihgtp1, 'टेढ़ा',2
eicwgihgtp1, 'टेंशन',3
eicwgihgtp1, 'टोटा',3
eicwgihgtp1, 'ठंड',4
eicwgihgtp1, 'ठंडक',3
eicwgihgtp1, 'ठंडी',3
eicwgihgtp1, 'ठंढ',2
eicwgihgtp1, 'ठंढक',2
eicwgihgtp1, 'ठंढी',4
eicwgihgtp1, 'ठन्ड',3
eicwgihgtp1, 'ठसक',3
eicwgihgtp1, 'ठहराया_हुआ',1
eicwgihgtp1, 'ठहराया',3
eicwgihgtp1, 'ठिठरना',2
eicwgihgtp1, 'ठिठुरे',1
eicwgihgtp1, 'ठीक',3
eicwgihgtp1, 'ठीक',4
eicwgihgtp1, 'डब्बा',4
eicwgihgtp1, 'डिब्बा',2
eicwgihgtp1, 'ढंग',3
eicwgihgtp1, 'ढब',3
eicwgihgtp1, 'ढर्रा',2
eicwgihgtp1, 'ढलना',4
eicwgihgtp1, 'त',5
eicwgihgtp1, 'तकनीक_विषयक',1
eicwgihgtp1, 'तकनीक_विषयक',2
eicwgihgtp1, 'तकनीकी',3
eicwgihgtp1, 'तकनीकी',2
eicwgihgtp1, 'तकसीम',3
eicwgihgtp1, 'तक़सीम',2
eicwgihgtp1, 'तक्सीम',2
eicwgihgtp1, 'तट',5
eicwgihgtp1, 'तड़ी',3
eicwgihgtp1, 'तंदरुस्ती',2
eicwgihgtp1, 'तनय',5
eicwgihgtp1, 'तनाव',3
eicwgihgtp1, 'तनुज',3
eicwgihgtp1, 'तनुभव',3
eicwgihgtp1, 'तनुरुह',2
eicwgihgtp1, 'तनू',3
eicwgihgtp1, 'तनूज',4
eicwgihgtp1, 'तनूद्भव',1
eicwgihgtp1, 'तनूरुह',3
